-0.2860  	0.31345  	-0.0525  	-0.9432  	-0.4987  	-1.4675  	-0.0531  	-0.2801  	-0.0411  	0.08582  	0.32392  	-1.0043  	0.27137  	-0.0275  	0.91659  	-0.1546  	0.11418  	-0.2954  	-0.2316  	-0.3934  	-0.5520  	0.84038  	0.10429  	-0.1951  	0.74733  	-0.4313  	1.00521  	-0.4487  	0.69962  	0.89294  	-0.3029  	0.00040  	-0.2173  	0.01659  	0.43553  	0.43604  	0.37993  	-0.0430  	-0.1979  	0.58357  	-0.2731  	0.20302  	-0.2497  	-0.1631  	-0.0404  	-0.0271  	0.02887  	-0.1018  	0.00663  	0.01133  	0.06615  	-0.0019  	0.00095  	0.02897  	-0.0224  	-0.0619  	0.01406  	-0.0068  	0.00761  	0.00844  	-0.0230  	-0.0261  	0.01166  	0.03473  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.6422  	0.23551  	-0.3232  	-0.8637  	-0.3960  	-1.6205  	-0.1102  	-0.3434  	-0.0837  	0.02806  	0.42325  	-0.8372  	0.19824  	-0.1154  	0.90344  	-0.1846  	0.09127  	-0.2953  	-0.2145  	-0.3226  	-0.5635  	0.87044  	0.12200  	-0.1279  	0.63194  	-0.3817  	0.92853  	-0.3608  	0.70002  	0.85968  	-0.3229  	-0.0195  	-0.2249  	0.02069  	0.49022  	0.44383  	0.33935  	-0.0455  	-0.2022  	0.59436  	-0.2861  	0.20362  	-0.2943  	-0.1830  	-0.0288  	-0.0227  	0.03625  	-0.1285  	-0.0041  	0.02014  	0.08252  	0.00448  	-0.0108  	0.03056  	-0.0309  	-0.0684  	0.01524  	-0.0030  	0.00942  	0.01185  	-0.0166  	-0.0428  	0.00296  	0.03054  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.7679  	0.16466  	-0.4390  	-0.9213  	-0.3796  	-1.7109  	-0.1201  	-0.3840  	-0.1081  	0.03666  	0.50009  	-0.7853  	0.15857  	-0.3146  	0.89693  	-0.1859  	0.07453  	-0.2509  	-0.2200  	-0.2540  	-0.6154  	0.80086  	0.13025  	-0.2000  	0.54676  	-0.3484  	0.81085  	-0.2331  	0.70397  	0.81185  	-0.2915  	-0.0157  	-0.1728  	0.02110  	0.41602  	0.44187  	0.28059  	-0.0607  	-0.1807  	0.60509  	-0.2672  	0.21185  	-0.2946  	-0.1911  	-0.0220  	-0.0220  	0.04761  	-0.1398  	-0.0119  	0.02168  	0.07511  	-0.0016  	-0.0117  	0.02989  	-0.0188  	-0.0755  	0.02203  	-0.0065  	0.01585  	0.00574  	-0.0260  	-0.0369  	0.00248  	0.02767  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.8459  	0.12823  	-0.4880  	-0.9465  	-0.3847  	-1.7572  	-0.1228  	-0.3697  	-0.1206  	0.04709  	0.50718  	-0.7854  	0.15563  	-0.3687  	0.75094  	-0.1856  	0.07218  	-0.2126  	-0.2471  	-0.2031  	-0.6980  	0.75466  	0.07884  	-0.2784  	0.55428  	-0.3594  	0.79165  	-0.1653  	0.79644  	0.83510  	-0.3004  	-0.0256  	-0.2026  	0.02747  	0.38949  	0.47466  	0.22106  	-0.0651  	-0.1556  	0.58750  	-0.2703  	0.20897  	-0.2911  	-0.1966  	-0.0173  	-0.0259  	0.04600  	-0.1416  	-0.0086  	0.00866  	0.07234  	-0.0004  	-0.0119  	0.02426  	-0.0173  	-0.0781  	0.02703  	-0.0015  	0.00977  	-0.0007  	-0.0294  	-0.0379  	0.01168  	0.03101  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.7994  	0.12925  	-0.4558  	-0.9494  	-0.3813  	-1.7379  	-0.1123  	-0.3791  	-0.1033  	0.04268  	0.49103  	-0.8082  	0.14331  	-0.3833  	0.74349  	-0.1587  	0.07643  	-0.2212  	-0.2481  	-0.2216  	-0.7191  	0.76090  	0.09722  	-0.2739  	0.56922  	-0.3555  	0.78798  	-0.1528  	0.81533  	0.83556  	-0.2965  	-0.0230  	-0.2018  	0.03059  	0.37906  	0.45089  	0.22113  	-0.0590  	-0.1531  	0.58759  	-0.2634  	0.20648  	-0.2776  	-0.1927  	-0.0219  	-0.0265  	0.04560  	-0.1387  	-0.0082  	0.00922  	0.07152  	0.00114  	-0.0137  	0.02913  	-0.0176  	-0.0745  	0.02196  	-0.0063  	0.00955  	0.00178  	-0.0285  	-0.0350  	0.01165  	0.03418  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.7311  	0.16969  	-0.4871  	-0.7714  	-0.2985  	-1.6771  	-0.1316  	-0.3529  	-0.1139  	0.03276  	0.42833  	-0.7351  	0.13907  	-0.3757  	0.87729  	-0.1429  	0.08500  	-0.2010  	-0.2130  	-0.2146  	-0.7451  	0.77925  	0.07311  	-0.2612  	0.62702  	-0.3633  	0.79116  	-0.1381  	0.82531  	0.83861  	-0.3114  	-0.0312  	-0.2124  	0.03587  	0.39914  	0.45808  	0.18982  	-0.0673  	-0.1221  	0.60441  	-0.2899  	0.20638  	-0.2910  	-0.2055  	-0.0198  	-0.0202  	0.04278  	-0.1322  	-0.0068  	0.01040  	0.07048  	-0.0018  	-0.0097  	0.02445  	-0.0197  	-0.0785  	0.02243  	-0.0023  	0.01389  	0.00474  	-0.0338  	-0.0455  	0.01159  	0.02927  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.6418  	0.19066  	-0.4594  	-0.6607  	-0.2641  	-1.6031  	-0.1431  	-0.3150  	-0.0755  	0.01649  	0.33630  	-0.7081  	0.23081  	-0.2178  	0.99327  	-0.1362  	0.07227  	-0.2468  	-0.2253  	-0.2220  	-0.7825  	0.82203  	0.03630  	-0.2892  	0.62350  	-0.3425  	0.76687  	-0.1343  	0.84956  	0.87387  	-0.3312  	-0.0440  	-0.2008  	0.05592  	0.41470  	0.45491  	0.15841  	-0.0764  	-0.1090  	0.61683  	-0.3062  	0.21650  	-0.2891  	-0.1830  	-0.0215  	-0.0306  	0.03126  	-0.1262  	-0.0084  	0.01261  	0.07636  	0.00038  	-0.0057  	0.03127  	-0.0248  	-0.0756  	0.02784  	0.00080  	0.01504  	0.00478  	-0.0353  	-0.0398  	0.00949  	0.03487  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.5392  	0.22891  	-0.3306  	-0.5639  	-0.2051  	-1.5203  	-0.1335  	-0.3245  	-0.0665  	-0.0116  	0.18386  	-0.7071  	0.26877  	-0.1111  	1.17560  	-0.1169  	0.08499  	-0.2614  	-0.2403  	-0.2562  	-0.7555  	0.83783  	0.02849  	-0.2749  	0.68702  	-0.3631  	0.83672  	-0.1382  	0.88142  	0.94746  	-0.3343  	-0.0403  	-0.2016  	0.05341  	0.39748  	0.42767  	0.18113  	-0.1017  	-0.1139  	0.62407  	-0.3187  	0.21522  	-0.2807  	-0.1986  	-0.0153  	-0.0286  	0.03811  	-0.1211  	-0.0037  	0.01114  	0.08078  	0.00226  	-0.0063  	0.03404  	-0.0210  	-0.0665  	0.02644  	-0.0036  	0.01553  	0.00674  	-0.0293  	-0.0465  	0.00056  	0.02883  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.4275  	0.31055  	-0.1749  	-0.6877  	-0.3147  	-1.3594  	-0.1366  	-0.2830  	-0.0714  	-0.0182  	0.06773  	-0.8716  	0.29362  	-0.0434  	1.29823  	-0.2556  	0.13709  	-0.3465  	-0.2366  	-0.4032  	-0.6451  	0.87742  	0.16844  	-0.2089  	0.65614  	-0.3864  	0.95586  	-0.3488  	0.77658  	0.91434  	-0.3263  	-0.0103  	-0.1987  	0.04061  	0.41950  	0.37233  	0.28297  	-0.0559  	-0.1465  	0.61621  	-0.2941  	0.21610  	-0.2638  	-0.1595  	-0.0215  	-0.0245  	0.02771  	-0.1192  	0.00813  	0.00459  	0.07168  	-0.0012  	-0.0104  	0.02425  	-0.0192  	-0.0609  	0.02141  	-0.0045  	0.00982  	0.00392  	-0.0234  	-0.0358  	-0.0022  	0.02712  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
-0.2623  	0.32594  	-0.0996  	-0.6771  	-0.3506  	-1.2563  	-0.1190  	-0.2489  	-0.0427  	-0.0323  	0.07829  	-0.9817  	0.31292  	-0.0255  	1.23415  	-0.2040  	0.15641  	-0.3542  	-0.2184  	-0.4737  	-0.6159  	0.89303  	0.19688  	-0.1825  	0.71398  	-0.3921  	1.01451  	-0.4303  	0.75312  	0.92356  	-0.3334  	-0.0079  	-0.2179  	0.03592  	0.44272  	0.37978  	0.28456  	-0.0539  	-0.1446  	0.60437  	-0.2966  	0.22039  	-0.2599  	-0.1708  	-0.0399  	-0.0223  	0.02431  	-0.1039  	0.01639  	0.01047  	0.07039  	-0.0024  	-0.0066  	0.02873  	-0.0209  	-0.0555  	0.01945  	-0.0032  	0.01025  	0.00725  	-0.0281  	-0.0283  	0.00099  	0.02749  	-0.0343  	0.10846  	0.03694  	0.00527  	-0.0073  	0.00506  	1.08875  	129.236  	122.211  	
